created_at,user.id,extended_tweet.full_text,text,place.name,LATITUDE,LONGITUDE,coordinates.coordinates,place.bounding_box.coordinates
Thu Jul 26 16:01:37 +0000 2018,636308587,,I'm at Il Bar Del Mercato in London w/ @knasher https://t.co/yJnd8kJGBV,Camberwell,51.498787,-0.09855777,"[-0.09855777,51.498787]","[[[-0.111476,51.419425],[-0.111476,51.509947],[-0.029731,51.509947],[-0.029731,51.419425]]]"
Thu Jul 26 16:01:40 +0000 2018,1371429798,"With all this hot weather, icy grey lavender is having a moment in the studio #Moodboard #ColourInspo #InteriorDesign https://t.co/dvmw4Iuh6G","With all this hot weather, icy grey lavender is having a moment in the studio #Moodboard #ColourInspo… https://t.co/W7mwRMDEAt",Hammersmith,51.4763971,-0.182339,"[-0.182339,51.4763971]","[[[-0.254563,51.463873],[-0.254563,51.532901],[-0.177653,51.532901],[-0.177653,51.463873]]]"
Thu Jul 26 16:01:42 +0000 2018,2905280775,,Lighting up your week - our brilliant Brass Light is a modern classic https://t.co/7myykgEw2M #Lighting #Interiors https://t.co/ek2Jkey14M,Hammersmith,51.476413,-0.1822978,"[-0.1822978,51.476413]","[[[-0.254563,51.463873],[-0.254563,51.532901],[-0.177653,51.532901],[-0.177653,51.463873]]]"
Thu Jul 26 16:01:44 +0000 2018,142844496,"Totally inspired by redtheplay ❤️ My head is swimming with ideas. Fantastic.

#Repost redtheplay with get_repost
・・・
Audiences can't get enough of Michael Grandage's 'magnificent'… https://t.co/iUIF2FRHv4","Totally inspired by redtheplay ❤️ My head is swimming with ideas. Fantastic.

#Repost redtheplay with get_repost
・・… https://t.co/gKvjdnbTky",London,51.5111,-0.128222,"[-0.128222,51.5111]","[[[-0.187894,51.483718],[-0.187894,51.516466],[-0.109978,51.516466],[-0.109978,51.483718]]]"
Thu Jul 26 16:01:52 +0000 2018,257054180,"💎Always stay true to yourself and how you are feeling. Never try to make decisions that are not congruent with your beliefs and emotions. 
💎Live life on your terms!
👉🏼Are you currently… https://t.co/YOTW2zGbO2",💎Always stay true to yourself and how you are feeling. Never try to make decisions that are not congruent with your… https://t.co/VW0tRhBFg4,London,51.50711486,-0.12731805,"[-0.12731805,51.50711486]","[[[-0.187894,51.483718],[-0.187894,51.516466],[-0.109978,51.516466],[-0.109978,51.483718]]]"
Thu Jul 26 16:02:05 +0000 2018,99179349,,"Vampires Gonna Get You!
#cwoa #chessington #vampire #themepark #thrillride @ Chessington World of Adventure https://t.co/21F0Zi1VmT",Kingston upon Thames,51.34825814,-0.31779284,"[-0.31779284,51.34825814]","[[[-0.322917,51.34286],[-0.322917,51.437266],[-0.234011,51.437266],[-0.234011,51.34286]]]"
Thu Jul 26 16:02:30 +0000 2018,14883450,"6th stop of the #13 bus pub crusade @ Dollis Park Finchley Central (@ Catcher In The Rye - @catcherfinchley in London, Greater London) https://t.co/58SW7AwXOh",6th stop of the #13 bus pub crusade @ Dollis Park Finchley Central (@ Catcher In The Rye - @catcherfinchley in Lond… https://t.co/FTfLWQ6teM,Barnet,51.59951963,-0.19591614,"[-0.19591614,51.59951963]","[[[-0.292579,51.555179],[-0.292579,51.66859],[-0.12921,51.66859],[-0.12921,51.555179]]]"
Thu Jul 26 16:02:36 +0000 2018,56974925,,#cheekyselfie #rnd #lenovo #daydream vccppartnership @ VCCP Developers https://t.co/ER5GBMLrUZ,London,51.49591626,-0.13679292,"[-0.13679292,51.49591626]","[[[-0.187894,51.483718],[-0.187894,51.516466],[-0.109978,51.516466],[-0.109978,51.483718]]]"
Thu Jul 26 16:03:16 +0000 2018,1909288376,"@symplysimi coming through #London 11th November 2018 at the #o2academyislington cc  @iamsmade @smadeevents 🇬🇧🇬🇧🇬🇧🇬🇧🇬🇧🌪🌪🌪🌪 @ London, United Kingdom https://t.co/blBxCRN89J",@symplysimi coming through #London 11th November 2018 at the #o2academyislington cc  @iamsmade @smadeevents 🇬🇧🇬🇧🇬🇧… https://t.co/okhLYdgNju,London,51.50711486,-0.12731805,"[-0.12731805,51.50711486]","[[[-0.187894,51.483718],[-0.187894,51.516466],[-0.109978,51.516466],[-0.109978,51.483718]]]"
Thu Jul 26 16:03:34 +0000 2018,3546935907,"Jade Tiger

hendricksgin Orbium Dry Lotus Nuts, @mezcalmeteoro, Ancho Reyes, Green Tiger Tomato Water, Amazonian Spices

#cocktailoftheday #newmenu2018 #mezcal #thegibsonbar @ The Gibson https://t.co/jw68nNMZrk","Jade Tiger

hendricksgin Orbium Dry Lotus Nuts, @mezcalmeteoro, Ancho Reyes, Green Tiger Tomato Water, Amazonian Sp… https://t.co/PcS1cxyKab",Islington,51.5239276,-0.0964486,"[-0.0964486,51.5239276]","[[[-0.142058,51.518552],[-0.142058,51.575301],[-0.076305,51.575301],[-0.076305,51.518552]]]"
Thu Jul 26 16:03:39 +0000 2018,154489511,"Releasing the hounds the, only way we know how 🤪✌️🐩
jakesmitherss 😎
Serious badman skills 🤜🏼👨🏻‍🍳🔪 
@merchantstavern #merchantstavern @ Merchants Tavern https://t.co/XbPPZYmUlb","Releasing the hounds the, only way we know how 🤪✌️🐩
jakesmitherss 😎
Serious badman skills 🤜🏼👨🏻‍🍳🔪 
@merchantstavern… https://t.co/0LR4TykJEH",Hackney,51.52502018,-0.08114553,"[-0.08114553,51.52502018]","[[[-0.104501,51.518605],[-0.104501,51.576684],[-0.015834,51.576684],[-0.015834,51.518605]]]"
Thu Jul 26 16:03:48 +0000 2018,25117901,What festivals are you doing this year? #tbt #festivals #friends #sgp #bestival #vfest #madness #music #glamping #goodtimes #fancydress @ Secret Garden Party SGP https://t.co/1dS3ompH0J,What festivals are you doing this year? #tbt #festivals #friends #sgp #bestival #vfest #madness #music #glamping… https://t.co/IKmdbkOcLA,East,52.397758,-0.184364,"[-0.184364,52.397758]","[[[-0.74578,51.448222],[-0.74578,52.992679],[1.768936,52.992679],[1.768936,51.448222]]]"
Thu Jul 26 16:03:54 +0000 2018,46466152,,Spot the difference ⚫️⚪️ @ Brocket Hall https://t.co/hIoBWzF8Oj,East,51.80271395,-0.24056025,"[-0.24056025,51.80271395]","[[[-0.74578,51.448222],[-0.74578,52.992679],[1.768936,52.992679],[1.768936,51.448222]]]"
Thu Jul 26 16:03:56 +0000 2018,89973118,,"🔋#LEGDAY @ Hilton Hotel Wembley, Executive Lounge https://t.co/MyvyGzILKH",Brent,51.557428,-0.281871,"[-0.281871,51.557428]","[[[-0.336055,51.527592],[-0.336055,51.602799],[-0.190226,51.602799],[-0.190226,51.527592]]]"
Thu Jul 26 16:04:18 +0000 2018,2856550048,"_rocks: found this thirsty looking little guy and put him into the shade somewhere else.

#maradoesrocks #chatrocks #rocks #rocksrehide #funinthesun #probablymylastlunchwalkforawhile… https://t.co/xLXSHJ49Kh","_rocks: found this thirsty looking little guy and put him into the shade somewhere else.

#maradoesrocks #chatrocks… https://t.co/AbjoxKGRdT",Bromley,51.4,0.05,"[0.05,51.4]","[[[-0.080526,51.343417],[-0.080526,51.445223],[0.133124,51.445223],[0.133124,51.343417]]]"
Thu Jul 26 16:04:49 +0000 2018,545184996,25% of tickets have gone! I’m truly honoured and shocked at the response from people. All ticket sales pay the band and the venue and it is very much appreciated. It’s going to be a very… https://t.co/OqKFj7aphz,25% of tickets have gone! I’m truly honoured and shocked at the response from people. All ticket sales pay the band… https://t.co/SH7yJfiZFH,Islington,51.53167221,-0.11135565,"[-0.11135565,51.53167221]","[[[-0.142058,51.518552],[-0.142058,51.575301],[-0.076305,51.575301],[-0.076305,51.518552]]]"
Thu Jul 26 16:06:17 +0000 2018,2558472627,,"The most beautiful boy ever ❤️ miss you my little Harvey dogs 🌈 xxx @ London, United Kingdom https://t.co/AKvD4TwHrY",London,51.50711486,-0.12731805,"[-0.12731805,51.50711486]","[[[-0.187894,51.483718],[-0.187894,51.516466],[-0.109978,51.516466],[-0.109978,51.483718]]]"
Thu Jul 26 16:36:53 +0000 2018,545063169,"#crouchend #frog #pool #queenswood #sunday #walks #intothewoods #parks #parkweek @ Queen's Wood, Muswell Hill/Crouch End https://t.co/rqBjmk1vna","#crouchend #frog #pool #queenswood #sunday #walks #intothewoods #parks #parkweek @ Queen's Wood, Muswell Hill/Crouc… https://t.co/btB4v2w3Jb",Tottenham,51.58302994,-0.14279008,"[-0.14279008,51.58302994]","[[[-0.170246,51.564585],[-0.170246,51.611218],[-0.034078,51.611218],[-0.034078,51.564585]]]"
Thu Jul 26 16:38:16 +0000 2018,242947068,"@theAceofClubs ✖️ @cirquelesoir 
.
When @frenchmontana tore it apart with @Monsieur_FLO on the decks 💪🏼🔥 #ThrowBack
.
While being shown love from the “real ones” djcarnage &amp; @quavostuntin… https://t.co/2ksMWNg3Zw","@theAceofClubs ✖️ @cirquelesoir 
.
When @frenchmontana tore it apart with @Monsieur_FLO on the decks 💪🏼🔥 #ThrowBack… https://t.co/vl9KkMtM2A",London,51.51291024,-0.13917521,"[-0.13917521,51.51291024]","[[[-0.187894,51.483718],[-0.187894,51.516466],[-0.109978,51.516466],[-0.109978,51.483718]]]"
Thu Jul 26 16:38:17 +0000 2018,17704771,,#roomwithaview #level39 #AR #VR #london #londonsun #londonsunshine @ Level39 https://t.co/9phhtaQVE7,Poplar,51.5046844,-0.0192777,"[-0.0192777,51.5046844]","[[[-0.080028,51.48432],[-0.080028,51.545341],[0.009989,51.545341],[0.009989,51.48432]]]"
Thu Jul 26 16:38:19 +0000 2018,277146278,"Read between the lines 💣💥💣💥
Comment below what you think?

Follow: 
@Squeechie
1millionairesuccess 💯💯 we share only value.

Think, learn and grow.

#garyvee #askgaryvee #successtips… https://t.co/ucsYOACOIk","Read between the lines 💣💥💣💥
Comment below what you think?

Follow: 
@Squeechie
1millionairesuccess 💯💯 we share only… https://t.co/CoH7hVp342",London,51.50711486,-0.12731805,"[-0.12731805,51.50711486]","[[[-0.187894,51.483718],[-0.187894,51.516466],[-0.109978,51.516466],[-0.109978,51.483718]]]"
Thu Jul 26 16:38:19 +0000 2018,72405554,"The heat continues! &amp; yes I need a headband to stop my quiff from repeatedly stabbing me in the eyes...  
what a stunning #riverview though #ilovelondon @ Syon Park https://t.co/mSIuGG9Atx","The heat continues! &amp; yes I need a headband to stop my quiff from repeatedly stabbing me in the eyes...  
what a st… https://t.co/BhfQxt10fo",Hounslow,51.47607265,-0.31332708,"[-0.31332708,51.47607265]","[[[-0.457966,51.420633],[-0.457966,51.502851],[-0.243419,51.502851],[-0.243419,51.420633]]]"
Thu Jul 26 16:38:19 +0000 2018,545063169,"A wonderful #thirst #quencher #drink #beer #coctails #mexican at @wahaca 
With Worcestershire sauce and #tabasco
 #salt and #lime #limejuice
#Tuesday evening #summer #summerinthecity @ BFI… https://t.co/6DmfCBaO5E","A wonderful #thirst #quencher #drink #beer #coctails #mexican at @wahaca 
With Worcestershire sauce and #tabasco… https://t.co/HTHz7yyeYV",Lambeth,51.5072,-0.1157,"[-0.1157,51.5072]","[[[-0.15191,51.410792],[-0.15191,51.509887],[-0.078902,51.509887],[-0.078902,51.410792]]]"
Thu Jul 26 16:38:51 +0000 2018,4814996200,[TWELFTH NIGHT] Our PREVIEW of ‘Twelfth Night’ Presented by @youngvictheatre is now out on https://t.co/YqMK03eI81. @ Young Vic Theatre https://t.co/SZ9tTn2KjD,[TWELFTH NIGHT] Our PREVIEW of ‘Twelfth Night’ Presented by @youngvictheatre is now out on https://t.co/YqMK03eI81.… https://t.co/qNxlHxZa3u,Lambeth,51.5030924,-0.10746117,"[-0.10746117,51.5030924]","[[[-0.15191,51.410792],[-0.15191,51.509887],[-0.078902,51.509887],[-0.078902,51.410792]]]"
Thu Jul 26 16:39:10 +0000 2018,9.58E+17,"Applying the finishing touches to the torched mackerel with escabeche courgettes, pickled and fermented tomatoes.

Such a simple dish, it's all about letting the produce sing. When you… https://t.co/smwUOa24Xt","Applying the finishing touches to the torched mackerel with escabeche courgettes, pickled and fermented tomatoes.… https://t.co/9tNjRlUOIE",Hackney,51.53333333,-0.08333333,"[-0.08333333,51.53333333]","[[[-0.104501,51.518605],[-0.104501,51.576684],[-0.015834,51.576684],[-0.015834,51.518605]]]"
Thu Jul 26 16:39:18 +0000 2018,376061238,,"“Audrey under the rain”
Ink drawing on paper.
Next one to be painted in Shoreditch. 😁 @ London, United Kingdom https://t.co/ebCeKBArGs",London,51.50711486,-0.12731805,"[-0.12731805,51.50711486]","[[[-0.187894,51.483718],[-0.187894,51.516466],[-0.109978,51.516466],[-0.109978,51.483718]]]"
Thu Jul 26 16:39:28 +0000 2018,32984775,,"I'm at @McDonaldsUk in Dalston, Greater London https://t.co/LijW6vwLLz",Hackney,51.54719516,-0.07552149,"[-0.07552149,51.54719516]","[[[-0.104501,51.518605],[-0.104501,51.576684],[-0.015834,51.576684],[-0.015834,51.518605]]]"
Thu Jul 26 16:40:21 +0000 2018,7.58E+17,,"Don’t criticise what you can’t understand! #livethelifeyoulove @ London, United Kingdom https://t.co/LgWZFJnvIO",London,51.50711486,-0.12731805,"[-0.12731805,51.50711486]","[[[-0.187894,51.483718],[-0.187894,51.516466],[-0.109978,51.516466],[-0.109978,51.483718]]]"
Thu Jul 26 16:41:18 +0000 2018,154095255,"We are thrilled to announce we will be working with Patatam, a French site launching in the UK this Autumn 🍂 Patatam is an online platform for guaranteed top quality second hand clothing.… https://t.co/u2jVMvOmuw","We are thrilled to announce we will be working with Patatam, a French site launching in the UK this Autumn 🍂 Patata… https://t.co/fMO4e87tq6",London,51.50711486,-0.12731805,"[-0.12731805,51.50711486]","[[[-0.187894,51.483718],[-0.187894,51.516466],[-0.109978,51.516466],[-0.109978,51.483718]]]"
Thu Jul 26 16:42:04 +0000 2018,2855066740,,"@chriswarburton_ @SJBretty @bbc5live - Oh Bloody Hell, It Can.😌 AARGH! https://t.co/nOG2VvpUco",Hackney,51.5428,-0.07855,"[-0.07855,51.5428]","[[[-0.104501,51.518605],[-0.104501,51.576684],[-0.015834,51.576684],[-0.015834,51.518605]]]"
Thu Jul 26 16:42:17 +0000 2018,174499781,,Just one of the classic dish we do @OperaTavern @ Opera Tavern https://t.co/fUCkTdkjfF,London,51.5124991,-0.12030796,"[-0.12030796,51.5124991]","[[[-0.187894,51.483718],[-0.187894,51.516466],[-0.109978,51.516466],[-0.109978,51.483718]]]"
Thu Jul 26 16:42:32 +0000 2018,41799217,There’s something about Thursday that says #lunch cecconislondon can’t be quick! At least I left at 5.30pm today. @ Cecconi's https://t.co/nVAx9lAWjQ,There’s something about Thursday that says #lunch cecconislondon can’t be quick! At least I left at 5.30pm today. @… https://t.co/c7CexCWaaF,London,51.5099819,-0.1406505,"[-0.1406505,51.5099819]","[[[-0.187894,51.483718],[-0.187894,51.516466],[-0.109978,51.516466],[-0.109978,51.483718]]]"
Thu Jul 26 16:42:47 +0000 2018,1146692294,So I guess it’s official!! Your boy about to be a daddy!!! 🙌🏾🙌🏾🙌🏾...  Couldn’t ask for a better wifey than @riisiiboo who I know will be a great mother!!! Yes… https://t.co/OiZZ4wKVqR,So I guess it’s official!! Your boy about to be a daddy!!! 🙌🏾🙌🏾🙌🏾...  Couldn’t ask for a better wifey than… https://t.co/wLQuofH8if,Hillingdon,51.5705,-0.41182,"[-0.41182,51.5705]","[[[-0.508684,51.455116],[-0.508684,51.619006],[-0.376038,51.619006],[-0.376038,51.455116]]]"
Thu Jul 26 16:43:25 +0000 2018,24918393,"Who says you can’t drink pink champers in an old boozer? 🍾💞💫
•
#champagnelifestylelemonadewage #pinkpop #summer18 #polkapink #FreeStyle #hujicam @ London, United Kingdom https://t.co/YRU2rLonYs","Who says you can’t drink pink champers in an old boozer? 🍾💞💫
•
#champagnelifestylelemonadewage #pinkpop #summer18… https://t.co/kGapDi1gZW",London,51.50711486,-0.12731805,"[-0.12731805,51.50711486]","[[[-0.187894,51.483718],[-0.187894,51.516466],[-0.109978,51.516466],[-0.109978,51.483718]]]"
Thu Jul 26 16:43:35 +0000 2018,545063169,"So I pass this every morning on my way to #work

I really wanted to join the #pigeons
#pigeonsofinstagram in that #fountain this am...
#London #summer #instagoods #instaphoto… https://t.co/lJKuTrdofT","So I pass this every morning on my way to #work

I really wanted to join the #pigeons
#pigeonsofinstagram in that… https://t.co/t40e0qlhAp",Camberwell,51.505,-0.08,"[-0.08,51.505]","[[[-0.111476,51.419425],[-0.111476,51.509947],[-0.029731,51.509947],[-0.029731,51.419425]]]"
Thu Jul 26 16:43:46 +0000 2018,1111733648,,Is it SUNNY SPELLS? I hadn't noticed.,Islington,51.552033,-0.101785,"[-0.101785,51.552033]","[[[-0.142058,51.518552],[-0.142058,51.575301],[-0.076305,51.575301],[-0.076305,51.518552]]]"
Thu Jul 26 16:44:21 +0000 2018,7.47E+17,,"I'm at Disney Store in London, Greater London https://t.co/8yTfG8suin",Paddington,51.51459086,-0.14824202,"[-0.14824202,51.51459086]","[[[-0.21607,51.509879],[-0.21607,51.539792],[-0.13016,51.539792],[-0.13016,51.509879]]]"
Thu Jul 26 16:44:24 +0000 2018,84116295,,"A spontaneous get-together.
#camden #canal #canalside #sunshine #scenic @ Lockside Camden https://t.co/Yrcdf7WY3k",Camden Town,51.5415192,-0.14635,"[-0.14635,51.5415192]","[[[-0.213503,51.512805],[-0.213503,51.572068],[-0.105303,51.572068],[-0.105303,51.512805]]]"
Thu Jul 26 16:45:05 +0000 2018,16925050,"Hottest day ever, so took some journos #canoeing and #wildswimming on the River. Great day with  vespucci_adventures @alicerickard annie_may_bn @LDNjournalist @binnyjs @thecuriouspixie… https://t.co/WqYtRQacdu","Hottest day ever, so took some journos #canoeing and #wildswimming on the River. Great day with  vespucci_adventure… https://t.co/VzrlNKV9Jr",East,51.4989,0.6087,"[0.6087,51.4989]","[[[-0.74578,51.448222],[-0.74578,52.992679],[1.768936,52.992679],[1.768936,51.448222]]]"
Thu Jul 26 16:46:04 +0000 2018,263425576,,🌟💫😎💡  8 ways to use content to skyrocket user engagement https://t.co/NjChfLHjcT https://t.co/qntSlilUBD,Camberwell,51.50831509,-0.10540009,"[-0.10540009,51.50831509]","[[[-0.111476,51.419425],[-0.111476,51.509947],[-0.029731,51.509947],[-0.029731,51.419425]]]"
Thu Jul 26 16:46:06 +0000 2018,84116295,,Just posted a photo @ Lockside Camden https://t.co/rSN2SKXbfs,Camden Town,51.5415192,-0.14635,"[-0.14635,51.5415192]","[[[-0.213503,51.512805],[-0.213503,51.572068],[-0.105303,51.572068],[-0.105303,51.512805]]]"
Thu Jul 26 16:46:16 +0000 2018,173982479,,"A day out at Kew Gardens #kewgardens @ London, United Kingdom https://t.co/oAAmSw03oK",London,51.50711486,-0.12731805,"[-0.12731805,51.50711486]","[[[-0.187894,51.483718],[-0.187894,51.516466],[-0.109978,51.516466],[-0.109978,51.483718]]]"
Thu Jul 26 16:46:32 +0000 2018,242777203,Hackney hand lotion and wash out in the wild @curl_therapy salon. A great place to have your hair styled and treated #trepadora #soapsmithlondon #hackney #handwash @ Trepadora https://t.co/QhmNUqGDLC,Hackney hand lotion and wash out in the wild @curl_therapy salon. A great place to have your hair styled and treate… https://t.co/C23e35eTYL,South East,51.51642102,-0.77758312,"[-0.77758312,51.51642102]","[[[-1.957296,50.574606],[-1.957296,52.196285],[1.451788,52.196285],[1.451788,50.574606]]]"
Thu Jul 26 16:47:31 +0000 2018,76647624,,Beautiful...apart from the screaming kids that is🤨🙉🙉🙉🤐 @ Box Hill Viewpoint https://t.co/ZA4WjB9ot2,South East,51.247753,-0.311274,"[-0.311274,51.247753]","[[[-1.957296,50.574606],[-1.957296,52.196285],[1.451788,52.196285],[1.451788,50.574606]]]"
Thu Jul 26 16:48:30 +0000 2018,620333,,@DavidBennun @SCynic1 It’s not deleted. It’s still there. https://t.co/eFgBAadweD,Richmond,51.43846657,-0.3134802,"[-0.3134802,51.43846657]","[[[-0.39216,51.391383],[-0.39216,51.489646],[-0.221832,51.489646],[-0.221832,51.391383]]]"
Thu Jul 26 16:49:29 +0000 2018,245548750,,Lefty Frizzell’s Recordings Collected for Massive New Box Set https://t.co/8fN9z40YqF https://t.co/5y8H0tQTHc,Grays,51.48456719,0.36251664,"[0.36251664,51.48456719]","[[[0.228239,51.461687],[0.228239,51.511284],[0.407315,51.511284],[0.407315,51.461687]]]"
Thu Jul 26 16:49:40 +0000 2018,868674986,Wow tbt Taking back to when we played for Newham District in 83” when football was all on mans mine !! Shout to John Campbell (Saul Campbells brother )Rickey… https://t.co/WKM14yQg5b,Wow tbt Taking back to when we played for Newham District in 83” when football was all on mans mine !! Shout to Joh… https://t.co/ATRuXvxqOf,East Ham,51.53270612,0.05524182,"[0.05524182,51.53270612]","[[[-0.008924,51.496049],[-0.008924,51.536046],[0.098752,51.536046],[0.098752,51.496049]]]"
Thu Jul 26 16:50:14 +0000 2018,570637685,"Great #narrowboat trip today with Clare, Shane, Bryn, Nye, Heather &amp; Benny. Sadly had to leave before there was enough ice for the Pimms! 😉 #sisters #locksnovice @ Thames Riverside https://t.co/GV6cvuQtDO","Great #narrowboat trip today with Clare, Shane, Bryn, Nye, Heather &amp; Benny. Sadly had to leave before there was eno… https://t.co/AxVNEO6l2V",Kingston upon Thames,51.39646,-0.31148,"[-0.31148,51.39646]","[[[-0.322917,51.34286],[-0.322917,51.437266],[-0.234011,51.437266],[-0.234011,51.34286]]]"
Thu Jul 26 16:50:32 +0000 2018,14883450,,"Zinger Double Down time!! (@ KFC - @kfc_uki in Finchley, Greater London) https://t.co/3SSkZbstAo",Barnet,51.60400761,-0.18985911,"[-0.18985911,51.60400761]","[[[-0.292579,51.555179],[-0.292579,51.66859],[-0.12921,51.66859],[-0.12921,51.555179]]]"
Thu Jul 26 16:50:34 +0000 2018,9.68E+17,Talbot - More of a gastro pub setup inside but the craft beer game here is strong and the first floor terrace is a winner in the summer. @ Talbot https://t.co/5BDkJQU3nH,Talbot - More of a gastro pub setup inside but the craft beer game here is strong and the first floor terrace is a… https://t.co/LTBKNeB0YF,Hackney,51.54268856,-0.07917576,"[-0.07917576,51.54268856]","[[[-0.104501,51.518605],[-0.104501,51.576684],[-0.015834,51.576684],[-0.015834,51.518605]]]"
Thu Jul 26 16:50:48 +0000 2018,620333,"@chrislhayes @allinwithchris Congrats to everyone involved. The Chicago one was an excellent education for me, from this side of the pond. Many thanks.","@chrislhayes @allinwithchris Congrats to everyone involved. The Chicago one was an excellent education for me, from… https://t.co/bpsMUyGOrY",Richmond,51.43839854,-0.31349066,"[-0.31349066,51.43839854]","[[[-0.39216,51.391383],[-0.39216,51.489646],[-0.221832,51.489646],[-0.221832,51.391383]]]"
Thu Jul 26 16:51:15 +0000 2018,198609533,"My Brand New Single that I worked Loooong and Hard on is out now!🙌🏽🙌🏽😁🔥
-
On Spotify, Apple Music, iTunes, YouTube, Amazon and EVERYTHING else!
-
Click the link at the top of my page to… https://t.co/CeFj3BiF4b","My Brand New Single that I worked Loooong and Hard on is out now!🙌🏽🙌🏽😁🔥
-
On Spotify, Apple Music, iTunes, YouTube,… https://t.co/29UV86yYSY",London,51.50711486,-0.12731805,"[-0.12731805,51.50711486]","[[[-0.187894,51.483718],[-0.187894,51.516466],[-0.109978,51.516466],[-0.109978,51.483718]]]"
Thu Jul 26 16:51:29 +0000 2018,32377174,No truer words spoken! 'Bruce Would Approve' by Dave Buonaguidi is available for £54 and is an edition of 54! #printclublondon #davebuonaguidi #affordableart @ Print Club https://t.co/wjKL7tFJmS,No truer words spoken! 'Bruce Would Approve' by Dave Buonaguidi is available for £54 and is an edition of 54!… https://t.co/AKGSHWN0St,Hackney,51.5524212,-0.07437022,"[-0.07437022,51.5524212]","[[[-0.104501,51.518605],[-0.104501,51.576684],[-0.015834,51.576684],[-0.015834,51.518605]]]"
Thu Jul 26 16:51:45 +0000 2018,104620844,,Dinner at Nawaab #london #nawaab #pti #celebration #imrankhan @ Royal Nawaab London https://t.co/uogRWpeRM6,Southall,51.53377654,-0.32022142,"[-0.32022142,51.53377654]","[[[-0.419679,51.491499],[-0.419679,51.559366],[-0.302681,51.559366],[-0.302681,51.491499]]]"
Thu Jul 26 16:53:05 +0000 2018,394218271,,Aviation and a happy puppy - what more could a girl need? ✈️🐕 #RAFreserves #dogbuddy #lunchbreak @ Regent's Park https://t.co/4xaPhntoHO,Camden Town,51.532692,-0.141995,"[-0.141995,51.532692]","[[[-0.213503,51.512805],[-0.213503,51.572068],[-0.105303,51.572068],[-0.105303,51.512805]]]"
Thu Jul 26 16:53:25 +0000 2018,74502271,melting with this insane #london weather right now. it’s 34 degrees outside and the temperature inside the flat is reading at 30 degrees 😫 my kingdom for an air conditioning unit right… https://t.co/sq467albPM,melting with this insane #london weather right now. it’s 34 degrees outside and the temperature inside the flat is… https://t.co/AqPK9oWtt5,London,51.50711486,-0.12731805,"[-0.12731805,51.50711486]","[[[-0.187894,51.483718],[-0.187894,51.516466],[-0.109978,51.516466],[-0.109978,51.483718]]]"
Thu Jul 26 16:53:42 +0000 2018,9.88E+17,"Our latest photoshoot! Here are just a few of the LH family.  
📸 @wright_shots
•
Welcome to @ldnhorizons
London's newest multimedia platform, priding ourselves on diversity and originality… https://t.co/7zX0BntRT3","Our latest photoshoot! Here are just a few of the LH family.  
📸 @wright_shots
•
Welcome to @ldnhorizons
London's n… https://t.co/kHwO5ajcTT",Poplar,51.50416248,-0.01935756,"[-0.01935756,51.50416248]","[[[-0.080028,51.48432],[-0.080028,51.545341],[0.009989,51.545341],[0.009989,51.48432]]]"
Thu Jul 26 16:54:05 +0000 2018,174444584,"Work mode
.
.
.
.
.
.
#tea #twinnings #earlgrey #samsung #iPhone #macbook #apple #pebeo #beats #beatsbydre #najmalina #work #workmode #flatlay #flatlays #artist #art #design #rosegold… https://t.co/Cmf5IetlaQ","Work mode
.
.
.
.
.
.
#tea #twinnings #earlgrey #samsung #iPhone #macbook #apple #pebeo #beats #beatsbydre… https://t.co/RkxDIdm85M",Stratford,51.5423,-0.00256111,"[-0.00256111,51.5423]","[[[-0.019481,51.525469],[-0.019481,51.564174],[0.069473,51.564174],[0.069473,51.525469]]]"
Thu Jul 26 16:54:44 +0000 2018,20990755,,Here we go again. #lords #homeofcricket @ Lord's Cricket Ground https://t.co/toc10muu7z,Paddington,51.52964272,-0.17207909,"[-0.17207909,51.52964272]","[[[-0.21607,51.509879],[-0.21607,51.539792],[-0.13016,51.539792],[-0.13016,51.509879]]]"
Thu Jul 26 16:54:49 +0000 2018,7.34E+17,,"Astroboy 😹 @ London, United Kingdom https://t.co/DTkaqpOdjD",London,51.50711486,-0.12731805,"[-0.12731805,51.50711486]","[[[-0.187894,51.483718],[-0.187894,51.516466],[-0.109978,51.516466],[-0.109978,51.483718]]]"
Thu Jul 26 16:55:09 +0000 2018,170363402,"Likle behind the scenes pola of new @NYXUKCosmetics x asos_faceandbody campaign out this week ✨✨ #bts @ London, United Kingdom https://t.co/m6c6X6CIjI","Likle behind the scenes pola of new @NYXUKCosmetics x asos_faceandbody campaign out this week ✨✨ #bts @ London, Uni… https://t.co/mZRNoDQaGu",London,51.50711486,-0.12731805,"[-0.12731805,51.50711486]","[[[-0.187894,51.483718],[-0.187894,51.516466],[-0.109978,51.516466],[-0.109978,51.483718]]]"
Thu Jul 26 16:55:13 +0000 2018,7.85E+17,"When you realise it’s basically Friday and you’ve been smashing it all week 💁‍♀️😍 #bossingit #levelup @ London, United Kingdom https://t.co/im8pHM2C4k","When you realise it’s basically Friday and you’ve been smashing it all week 💁‍♀️😍 #bossingit #levelup @ London, Uni… https://t.co/Aa5xFEvJVy",London,51.50711486,-0.12731805,"[-0.12731805,51.50711486]","[[[-0.187894,51.483718],[-0.187894,51.516466],[-0.109978,51.516466],[-0.109978,51.483718]]]"
